variant,query_id,faithfulness_weight,coverage_weight,hallucination_risk
lexical_k5,q020,0.5,0.5,0.011363636363636354
lexical_k5,q021,0.5,0.5,0.0
lexical_k5,q022,0.5,0.5,0.011363636363636354
lexical_k5,q023,0.5,0.5,0.010638297872340496
lexical_k5,q024,0.5,0.5,0.0
lexical_k5,q025,0.5,0.5,0.0
lexical_k5,q026,0.5,0.5,0.013157894736842035
lexical_k5,q027,0.5,0.5,0.013157894736842035
lexical_k5,q028,0.5,0.5,0.0
lexical_k5,q029,0.5,0.5,0.0
lexical_k5,q030,0.5,0.5,0.19999999999999996
lexical_k5,q031,0.5,0.5,0.015151515151515138
lexical_k5,q032,0.5,0.5,0.11190476190476195
lexical_k5,q033,0.5,0.5,0.012820512820512775
lexical_k5,q034,0.5,0.5,0.011111111111111072
lexical_k5,q035,0.5,0.5,0.013157894736842035
lexical_k5,q036,0.5,0.5,0.011111111111111072
lexical_k5,q037,0.5,0.5,0.11162790697674418
lexical_k5,q038,0.5,0.5,0.0
lexical_k5,q039,0.5,0.5,0.21219512195121948
lexical_k5,q040,0.5,0.5,0.0
lexical_k5,q041,0.5,0.5,0.0
lexical_k5,q042,0.5,0.5,0.19999999999999996
lexical_k5,q043,0.5,0.5,0.09999999999999998
lexical_k5,q044,0.5,0.5,0.013157894736842035
lexical_k5,q045,0.5,0.5,0.09999999999999998
lexical_k5,q046,0.5,0.5,0.012820512820512775
lexical_k5,q047,0.5,0.5,0.011904761904761862
lexical_k5,q048,0.5,0.5,0.125
lexical_k5,q049,0.5,0.5,0.09999999999999998
lexical_k5,q050,0.5,0.5,0.09999999999999998
lexical_k5,q051,0.5,0.5,0.0
lexical_k5,q052,0.5,0.5,0.0
lexical_k5,q053,0.5,0.5,0.0
lexical_k5,q054,0.5,0.5,0.0
lexical_k5,q055,0.5,0.5,0.09999999999999998
lexical_k5,q056,0.5,0.5,0.19999999999999996
lexical_k5_rerank,q001,0.5,0.5,0.21063829787234045
lexical_k5_rerank,q002,0.5,0.5,0.09397163120567376
lexical_k5_rerank,q003,0.5,0.5,0.09999999999999998
lexical_k5_rerank,q004,0.5,0.5,0.013513513513513487
lexical_k5_rerank,q005,0.5,0.5,0.0
lexical_k5_rerank,q006,0.5,0.5,0.0
lexical_k5_rerank,q007,0.5,0.5,0.0
lexical_k5_rerank,q008,0.5,0.5,0.42708333333333337
lexical_k5_rerank,q009,0.5,0.5,0.013157894736842035
lexical_k5_rerank,q010,0.5,0.5,0.010869565217391353
lexical_k5_rerank,q011,0.5,0.5,0.0
lexical_k5_rerank,q012,0.5,0.5,0.0
lexical_k5_rerank,q013,0.5,0.5,0.13719512195121952
lexical_k5_rerank,q014,0.5,0.5,0.011904761904761862
lexical_k5_rerank,q015,0.5,0.5,0.11190476190476195
lexical_k5_rerank,q016,0.5,0.5,0.0
lexical_k5_rerank,q017,0.5,0.5,0.012820512820512775
lexical_k5_rerank,q018,0.5,0.5,0.0
lexical_k5_rerank,q019,0.5,0.5,0.11282051282051286
lexical_k5_rerank,q020,0.5,0.5,0.0
lexical_k5_rerank,q021,0.5,0.5,0.012195121951219523
lexical_k5_rerank,q022,0.5,0.5,0.011363636363636354
lexical_k5_rerank,q023,0.5,0.5,0.010638297872340496
lexical_k5_rerank,q024,0.5,0.5,0.0
lexical_k5_rerank,q025,0.5,0.5,0.0
lexical_k5_rerank,q026,0.5,0.5,0.013157894736842035
lexical_k5_rerank,q027,0.5,0.5,0.011904761904761862
lexical_k5_rerank,q028,0.5,0.5,0.0
lexical_k5_rerank,q029,0.5,0.5,0.012499999999999956
lexical_k5_rerank,q030,0.5,0.5,0.19999999999999996
lexical_k5_rerank,q031,0.5,0.5,0.015151515151515138
lexical_k5_rerank,q032,0.5,0.5,0.11190476190476195
lexical_k5_rerank,q033,0.5,0.5,0.012820512820512775
lexical_k5_rerank,q034,0.5,0.5,0.011111111111111072
lexical_k5_rerank,q035,0.5,0.5,0.013157894736842035
lexical_k5_rerank,q036,0.5,0.5,0.011111111111111072
lexical_k5_rerank,q037,0.5,0.5,0.11162790697674418
lexical_k5_rerank,q038,0.5,0.5,0.0
lexical_k5_rerank,q039,0.5,0.5,0.31219512195121957
lexical_k5_rerank,q040,0.5,0.5,0.11190476190476195
lexical_k5_rerank,q041,0.5,0.5,0.0
lexical_k5_rerank,q042,0.5,0.5,0.19999999999999996
lexical_k5_rerank,q043,0.5,0.5,0.09999999999999998
lexical_k5_rerank,q044,0.5,0.5,0.013157894736842035
lexical_k5_rerank,q045,0.5,0.5,0.09999999999999998
lexical_k5_rerank,q046,0.5,0.5,0.012820512820512775
lexical_k5_rerank,q047,0.5,0.5,0.011904761904761862
lexical_k5_rerank,q048,0.5,0.5,0.125
lexical_k5_rerank,q049,0.5,0.5,0.09999999999999998
lexical_k5_rerank,q050,0.5,0.5,0.09999999999999998
lexical_k5_rerank,q051,0.5,0.5,0.0
lexical_k5_rerank,q052,0.5,0.5,0.011627906976744207
lexical_k5_rerank,q053,0.5,0.5,0.0
lexical_k5_rerank,q054,0.5,0.5,0.0
lexical_k5_rerank,q055,0.5,0.5,0.09999999999999998
lexical_k5_rerank,q056,0.5,0.5,0.2108695652173913
hybrid_k5_rerank,q001,0.5,0.5,0.19999999999999996
hybrid_k5_rerank,q002,0.5,0.5,0.08333333333333326
hybrid_k5_rerank,q003,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q004,0.5,0.5,0.01041666666666674
hybrid_k5_rerank,q005,0.5,0.5,0.0
hybrid_k5_rerank,q006,0.5,0.5,0.0
hybrid_k5_rerank,q007,0.5,0.5,0.0
hybrid_k5_rerank,q008,0.5,0.5,0.41666666666666663
hybrid_k5_rerank,q009,0.5,0.5,0.0
hybrid_k5_rerank,q010,0.5,0.5,0.0
hybrid_k5_rerank,q011,0.5,0.5,0.0
hybrid_k5_rerank,q012,0.5,0.5,0.0
hybrid_k5_rerank,q013,0.5,0.5,0.125
hybrid_k5_rerank,q014,0.5,0.5,0.0
hybrid_k5_rerank,q015,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q016,0.5,0.5,0.0
hybrid_k5_rerank,q017,0.5,0.5,0.0
hybrid_k5_rerank,q018,0.5,0.5,0.0
hybrid_k5_rerank,q019,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q020,0.5,0.5,0.0
hybrid_k5_rerank,q021,0.5,0.5,0.008064516129032251
hybrid_k5_rerank,q022,0.5,0.5,0.0
hybrid_k5_rerank,q023,0.5,0.5,0.0
hybrid_k5_rerank,q024,0.5,0.5,0.0
hybrid_k5_rerank,q025,0.5,0.5,0.0
hybrid_k5_rerank,q026,0.5,0.5,0.009433962264150941
hybrid_k5_rerank,q027,0.5,0.5,0.008928571428571397
hybrid_k5_rerank,q028,0.5,0.5,0.0
hybrid_k5_rerank,q029,0.5,0.5,0.0
hybrid_k5_rerank,q030,0.5,0.5,0.30000000000000004
hybrid_k5_rerank,q031,0.5,0.5,0.0
hybrid_k5_rerank,q032,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q033,0.5,0.5,0.0
hybrid_k5_rerank,q034,0.5,0.5,0.0
hybrid_k5_rerank,q035,0.5,0.5,0.0
hybrid_k5_rerank,q036,0.5,0.5,0.0
hybrid_k5_rerank,q037,0.5,0.5,0.10806451612903223
hybrid_k5_rerank,q038,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q039,0.5,0.5,0.19999999999999996
hybrid_k5_rerank,q040,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q041,0.5,0.5,0.0
hybrid_k5_rerank,q042,0.5,0.5,0.19999999999999996
hybrid_k5_rerank,q043,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q044,0.5,0.5,0.0
hybrid_k5_rerank,q045,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q046,0.5,0.5,0.009615384615384581
hybrid_k5_rerank,q047,0.5,0.5,0.0
hybrid_k5_rerank,q048,0.5,0.5,0.125
hybrid_k5_rerank,q049,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q050,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q051,0.5,0.5,0.0
hybrid_k5_rerank,q052,0.5,0.5,0.0
hybrid_k5_rerank,q053,0.5,0.5,0.0
hybrid_k5_rerank,q054,0.5,0.5,0.0
hybrid_k5_rerank,q055,0.5,0.5,0.09999999999999998
hybrid_k5_rerank,q056,0.5,0.5,0.19999999999999996
hybrid_k8_rerank,q001,0.5,0.5,0.19999999999999996
hybrid_k8_rerank,q002,0.5,0.5,0.08333333333333326
hybrid_k8_rerank,q003,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q004,0.5,0.5,0.01041666666666674
hybrid_k8_rerank,q005,0.5,0.5,0.0
hybrid_k8_rerank,q006,0.5,0.5,0.0
hybrid_k8_rerank,q007,0.5,0.5,0.0
hybrid_k8_rerank,q008,0.5,0.5,0.41666666666666663
hybrid_k8_rerank,q009,0.5,0.5,0.0
hybrid_k8_rerank,q010,0.5,0.5,0.0
hybrid_k8_rerank,q011,0.5,0.5,0.0
hybrid_k8_rerank,q012,0.5,0.5,0.0
hybrid_k8_rerank,q013,0.5,0.5,0.125
hybrid_k8_rerank,q014,0.5,0.5,0.0
hybrid_k8_rerank,q015,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q016,0.5,0.5,0.0
hybrid_k8_rerank,q017,0.5,0.5,0.0
hybrid_k8_rerank,q018,0.5,0.5,0.0
hybrid_k8_rerank,q019,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q020,0.5,0.5,0.0
hybrid_k8_rerank,q021,0.5,0.5,0.008064516129032251
hybrid_k8_rerank,q022,0.5,0.5,0.0
hybrid_k8_rerank,q023,0.5,0.5,0.0
hybrid_k8_rerank,q024,0.5,0.5,0.0
hybrid_k8_rerank,q025,0.5,0.5,0.0
hybrid_k8_rerank,q026,0.5,0.5,0.009433962264150941
hybrid_k8_rerank,q027,0.5,0.5,0.008928571428571397
hybrid_k8_rerank,q028,0.5,0.5,0.0
hybrid_k8_rerank,q029,0.5,0.5,0.0
hybrid_k8_rerank,q030,0.5,0.5,0.30000000000000004
hybrid_k8_rerank,q031,0.5,0.5,0.0
hybrid_k8_rerank,q032,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q033,0.5,0.5,0.0
hybrid_k8_rerank,q034,0.5,0.5,0.0
hybrid_k8_rerank,q035,0.5,0.5,0.0
hybrid_k8_rerank,q036,0.5,0.5,0.0
hybrid_k8_rerank,q037,0.5,0.5,0.10806451612903223
hybrid_k8_rerank,q038,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q039,0.5,0.5,0.19999999999999996
hybrid_k8_rerank,q040,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q041,0.5,0.5,0.0
hybrid_k8_rerank,q042,0.5,0.5,0.19999999999999996
hybrid_k8_rerank,q043,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q044,0.5,0.5,0.0
hybrid_k8_rerank,q045,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q046,0.5,0.5,0.009615384615384581
hybrid_k8_rerank,q047,0.5,0.5,0.0
hybrid_k8_rerank,q048,0.5,0.5,0.125
hybrid_k8_rerank,q049,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q050,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q051,0.5,0.5,0.0
hybrid_k8_rerank,q052,0.5,0.5,0.0
hybrid_k8_rerank,q053,0.5,0.5,0.0
hybrid_k8_rerank,q054,0.5,0.5,0.0
hybrid_k8_rerank,q055,0.5,0.5,0.09999999999999998
hybrid_k8_rerank,q056,0.5,0.5,0.19999999999999996
hybrid_k10_large,q001,0.5,0.5,0.19999999999999996
hybrid_k10_large,q002,0.5,0.5,0.08333333333333326
hybrid_k10_large,q003,0.5,0.5,0.09999999999999998
hybrid_k10_large,q004,0.5,0.5,0.0
hybrid_k10_large,q005,0.5,0.5,0.0
hybrid_k10_large,q006,0.5,0.5,0.0
hybrid_k10_large,q007,0.5,0.5,0.0
hybrid_k10_large,q008,0.5,0.5,0.41666666666666663
hybrid_k10_large,q009,0.5,0.5,0.0
hybrid_k10_large,q010,0.5,0.5,0.0
hybrid_k10_large,q011,0.5,0.5,0.0
hybrid_k10_large,q012,0.5,0.5,0.0
hybrid_k10_large,q013,0.5,0.5,0.125
hybrid_k10_large,q014,0.5,0.5,0.0
hybrid_k10_large,q015,0.5,0.5,0.09999999999999998
hybrid_k10_large,q016,0.5,0.5,0.0
hybrid_k10_large,q017,0.5,0.5,0.0
hybrid_k10_large,q018,0.5,0.5,0.0
hybrid_k10_large,q019,0.5,0.5,0.09999999999999998
hybrid_k10_large,q020,0.5,0.5,0.0
hybrid_k10_large,q021,0.5,0.5,0.0
hybrid_k10_large,q022,0.5,0.5,0.0
hybrid_k10_large,q023,0.5,0.5,0.0
hybrid_k10_large,q024,0.5,0.5,0.0
hybrid_k10_large,q025,0.5,0.5,0.0
hybrid_k10_large,q026,0.5,0.5,0.0
hybrid_k10_large,q027,0.5,0.5,0.0
hybrid_k10_large,q028,0.5,0.5,0.0
hybrid_k10_large,q029,0.5,0.5,0.0
hybrid_k10_large,q030,0.5,0.5,0.30000000000000004
hybrid_k10_large,q031,0.5,0.5,0.0
hybrid_k10_large,q032,0.5,0.5,0.09999999999999998
hybrid_k10_large,q033,0.5,0.5,0.0
hybrid_k10_large,q034,0.5,0.5,0.0
hybrid_k10_large,q035,0.5,0.5,0.0
hybrid_k10_large,q036,0.5,0.5,0.0
hybrid_k10_large,q037,0.5,0.5,0.09999999999999998
hybrid_k10_large,q038,0.5,0.5,0.09999999999999998
hybrid_k10_large,q039,0.5,0.5,0.19999999999999996
hybrid_k10_large,q040,0.5,0.5,0.09999999999999998
hybrid_k10_large,q041,0.5,0.5,0.0
hybrid_k10_large,q042,0.5,0.5,0.19999999999999996
hybrid_k10_large,q043,0.5,0.5,0.09999999999999998
hybrid_k10_large,q044,0.5,0.5,0.0
hybrid_k10_large,q045,0.5,0.5,0.09999999999999998
hybrid_k10_large,q046,0.5,0.5,0.0
hybrid_k10_large,q047,0.5,0.5,0.0
hybrid_k10_large,q048,0.5,0.5,0.125
hybrid_k10_large,q049,0.5,0.5,0.09999999999999998
hybrid_k10_large,q050,0.5,0.5,0.09999999999999998
hybrid_k10_large,q051,0.5,0.5,0.0
hybrid_k10_large,q052,0.5,0.5,0.0
hybrid_k10_large,q053,0.5,0.5,0.0
hybrid_k10_large,q054,0.5,0.5,0.0
hybrid_k10_large,q055,0.5,0.5,0.09999999999999998
hybrid_k10_large,q056,0.5,0.5,0.19999999999999996
dense_hash_k5,q001,0.5,0.5,0.09999999999999998
dense_hash_k5,q002,0.5,0.5,0.08333333333333326
dense_hash_k5,q003,0.5,0.5,0.30000000000000004
dense_hash_k5,q004,0.5,0.5,0.01388888888888884
dense_hash_k5,q005,0.5,0.5,0.09999999999999998
dense_hash_k5,q006,0.5,0.5,0.0
dense_hash_k5,q007,0.5,0.5,0.11190476190476195
dense_hash_k5,q008,0.5,0.5,0.42886178861788615
dense_hash_k5,q009,0.5,0.5,0.17982456140350878
dense_hash_k5,q010,0.5,0.5,0.0
dense_hash_k5,q011,0.5,0.5,0.011111111111111072
dense_hash_k5,q012,0.5,0.5,0.012499999999999956
dense_hash_k5,q013,0.5,0.5,0.1366279069767442
dense_hash_k5,q014,0.5,0.5,0.0
dense_hash_k5,q015,0.5,0.5,0.1121951219512195
dense_hash_k5,q016,0.5,0.5,0.012195121951219523
dense_hash_k5,q017,0.5,0.5,0.010638297872340496
dense_hash_k5,q018,0.5,0.5,0.012820512820512775
dense_hash_k5,q019,0.5,0.5,0.10999999999999999
dense_hash_k5,q020,0.5,0.5,0.5
dense_hash_k5,q021,0.5,0.5,0.012195121951219523
dense_hash_k5,q022,0.5,0.5,0.0
dense_hash_k5,q023,0.5,0.5,0.09999999999999998
dense_hash_k5,q024,0.5,0.5,0.0
dense_hash_k5,q025,0.5,0.5,0.011627906976744207
dense_hash_k5,q026,0.5,0.5,0.011627906976744207
dense_hash_k5,q027,0.5,0.5,0.012820512820512775
dense_hash_k5,q028,0.5,0.5,0.4106382978723404
dense_hash_k5,q029,0.5,0.5,0.012195121951219523
dense_hash_k5,q030,0.5,0.5,0.21190476190476193
dense_hash_k5,q031,0.5,0.5,0.0
dense_hash_k5,q032,0.5,0.5,0.11162790697674418
dense_hash_k5,q033,0.5,0.5,0.0
dense_hash_k5,q034,0.5,0.5,0.5
dense_hash_k5,q035,0.5,0.5,0.0
dense_hash_k5,q036,0.5,0.5,0.11086956521739122
dense_hash_k5,q037,0.5,0.5,0.5
dense_hash_k5,q038,0.5,0.5,0.09999999999999998
dense_hash_k5,q039,0.5,0.5,0.4
dense_hash_k5,q040,0.5,0.5,0.0
dense_hash_k5,q041,0.5,0.5,0.4
dense_hash_k5,q042,0.5,0.5,0.5
dense_hash_k5,q043,0.5,0.5,0.19999999999999996
dense_hash_k5,q044,0.5,0.5,0.012499999999999956
dense_hash_k5,q045,0.5,0.5,0.09999999999999998
dense_hash_k5,q046,0.5,0.5,0.011111111111111072
dense_hash_k5,q047,0.5,0.5,0.0
dense_hash_k5,q048,0.5,0.5,0.13586956521739135
dense_hash_k5,q049,0.5,0.5,0.19999999999999996
dense_hash_k5,q050,0.5,0.5,0.11190476190476195
dense_hash_k5,q051,0.5,0.5,0.5111111111111111
dense_hash_k5,q052,0.5,0.5,0.012195121951219523
dense_hash_k5,q053,0.5,0.5,0.011363636363636354
dense_hash_k5,q054,0.5,0.5,0.0
dense_hash_k5,q055,0.5,0.5,0.09999999999999998
dense_hash_k5,q056,0.5,0.5,0.5
dense_hash_k5_rerank,q001,0.5,0.5,0.11041666666666661
dense_hash_k5_rerank,q002,0.5,0.5,0.08333333333333326
dense_hash_k5_rerank,q003,0.5,0.5,0.11111111111111116
dense_hash_k5_rerank,q004,0.5,0.5,0.013513513513513487
dense_hash_k5_rerank,q005,0.5,0.5,0.0
dense_hash_k5_rerank,q006,0.5,0.5,0.0
dense_hash_k5_rerank,q007,0.5,0.5,0.0
dense_hash_k5_rerank,q008,0.5,0.5,0.428030303030303
dense_hash_k5_rerank,q009,0.5,0.5,0.17982456140350878
dense_hash_k5_rerank,q010,0.5,0.5,0.0
dense_hash_k5_rerank,q011,0.5,0.5,0.0
dense_hash_k5_rerank,q012,0.5,0.5,0.013513513513513487
dense_hash_k5_rerank,q013,0.5,0.5,0.13636363636363635
dense_hash_k5_rerank,q014,0.5,0.5,0.0
dense_hash_k5_rerank,q015,0.5,0.5,0.11388888888888893
dense_hash_k5_rerank,q016,0.5,0.5,0.012195121951219523
dense_hash_k5_rerank,q017,0.5,0.5,0.012499999999999956
dense_hash_k5_rerank,q018,0.5,0.5,0.0
dense_hash_k5_rerank,q019,0.5,0.5,0.09999999999999998
dense_hash_k5_rerank,q020,0.5,0.5,0.0
dense_hash_k5_rerank,q021,0.5,0.5,0.0
dense_hash_k5_rerank,q022,0.5,0.5,0.010869565217391353
dense_hash_k5_rerank,q023,0.5,0.5,0.011904761904761862
dense_hash_k5_rerank,q024,0.5,0.5,0.0
dense_hash_k5_rerank,q025,0.5,0.5,0.011627906976744207
dense_hash_k5_rerank,q026,0.5,0.5,0.012820512820512775
dense_hash_k5_rerank,q027,0.5,0.5,0.011904761904761862
dense_hash_k5_rerank,q028,0.5,0.5,0.4
dense_hash_k5_rerank,q029,0.5,0.5,0.0
dense_hash_k5_rerank,q030,0.5,0.5,0.30000000000000004
dense_hash_k5_rerank,q031,0.5,0.5,0.01388888888888884
dense_hash_k5_rerank,q032,0.5,0.5,0.11250000000000004
dense_hash_k5_rerank,q033,0.5,0.5,0.0
dense_hash_k5_rerank,q034,0.5,0.5,0.0
dense_hash_k5_rerank,q035,0.5,0.5,0.013157894736842035
dense_hash_k5_rerank,q036,0.5,0.5,0.11250000000000004
dense_hash_k5_rerank,q037,0.5,0.5,0.09999999999999998
dense_hash_k5_rerank,q038,0.5,0.5,0.11190476190476195
dense_hash_k5_rerank,q039,0.5,0.5,0.21219512195121948
dense_hash_k5_rerank,q040,0.5,0.5,0.0
dense_hash_k5_rerank,q041,0.5,0.5,0.0
dense_hash_k5_rerank,q042,0.5,0.5,0.4
dense_hash_k5_rerank,q043,0.5,0.5,0.09999999999999998
dense_hash_k5_rerank,q044,0.5,0.5,0.013157894736842035
dense_hash_k5_rerank,q045,0.5,0.5,0.11190476190476195
dense_hash_k5_rerank,q046,0.5,0.5,0.012820512820512775
dense_hash_k5_rerank,q047,0.5,0.5,0.0
dense_hash_k5_rerank,q048,0.5,0.5,0.13586956521739135
dense_hash_k5_rerank,q049,0.5,0.5,0.11190476190476195
dense_hash_k5_rerank,q050,0.5,0.5,0.09999999999999998
dense_hash_k5_rerank,q051,0.5,0.5,0.011111111111111072
dense_hash_k5_rerank,q052,0.5,0.5,0.012195121951219523
dense_hash_k5_rerank,q053,0.5,0.5,0.011363636363636354
dense_hash_k5_rerank,q054,0.5,0.5,0.0
dense_hash_k5_rerank,q055,0.5,0.5,0.09999999999999998
dense_hash_k5_rerank,q056,0.5,0.5,0.5
hybrid_dense_hash_k5_rerank,q001,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q002,0.5,0.5,0.08333333333333326
hybrid_dense_hash_k5_rerank,q003,0.5,0.5,0.09999999999999998
hybrid_dense_hash_k5_rerank,q004,0.5,0.5,0.01041666666666674
hybrid_dense_hash_k5_rerank,q005,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q006,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q007,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q008,0.5,0.5,0.4243589743589743
hybrid_dense_hash_k5_rerank,q009,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q010,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q011,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q012,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q013,0.5,0.5,0.125
hybrid_dense_hash_k5_rerank,q014,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q015,0.5,0.5,0.09999999999999998
hybrid_dense_hash_k5_rerank,q016,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q017,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q018,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q019,0.5,0.5,0.09999999999999998
hybrid_dense_hash_k5_rerank,q020,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q021,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q022,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q023,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q024,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q025,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q026,0.5,0.5,0.009433962264150941
hybrid_dense_hash_k5_rerank,q027,0.5,0.5,0.008928571428571397
hybrid_dense_hash_k5_rerank,q028,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q029,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q030,0.5,0.5,0.30000000000000004
hybrid_dense_hash_k5_rerank,q031,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q032,0.5,0.5,0.09999999999999998
hybrid_dense_hash_k5_rerank,q033,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q034,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q035,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q036,0.5,0.5,0.0
hybrid_dense_hash_k5_rerank,q037,0.5,0.5,0.09999999999999998
hybrid_dense_hash_k5_rerank,q038,0.5,0.5,0.09999999999999998
hybrid_dense_hash_k5_rerank,q039,0.5,0.5,0.19999999999999996
hybrid_dense_hash_k5_rerank,q040,0.5,0.5,0.09999999999999998
