variant,query_id,query_type,top_k,rerank,retriever,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk,chunk_size_tokens,overlap_tokens
lexical_k5_rerank,q048,fact_lookup,5.0,true,lexical,1.08e-06,2e-05,2.296e-05,4.404e-05,4.404e-05,187.1,90.0,180.0,457.1,457.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002,24,4
lexical_k5_rerank,q049,policy_reasoning,5.0,true,lexical,1.08e-06,2e-05,2.048e-05,4.156e-05,4.156e-05,187.1,90.0,180.0,457.1,457.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
lexical_k5_rerank,q050,compliance,5.0,true,lexical,1.08e-06,2e-05,2.184e-05,4.292e-05,4.292e-05,187.1,90.0,180.0,457.1,457.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
lexical_k5_rerank,q051,stale_context,5.0,true,lexical,1.08e-06,2e-05,2.088e-05,4.196e-05,4.196e-05,187.1,90.0,180.0,457.1,457.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
lexical_k5_rerank,q052,fact_lookup,5.0,true,lexical,1.08e-06,2e-05,2.032e-05,4.14e-05,4.14e-05,187.1,90.0,180.0,457.1,457.1,1.0,0.5,0.6309297535714575,0.2,1.0,0.9767441860465116,1.0,0.015116279069767424,24,4
lexical_k5_rerank,q053,cost_latency,5.0,true,lexical,1.08e-06,2e-05,2.192e-05,4.3e-05,4.3e-05,187.1,90.0,180.0,457.1,457.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
lexical_k5_rerank,q054,compliance,5.0,true,lexical,1.08e-06,2e-05,2.216e-05,4.324e-05,4.324e-05,187.1,90.0,180.0,457.1,457.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
lexical_k5_rerank,q055,policy_reasoning,5.0,true,lexical,1.08e-06,2e-05,2.016e-05,4.124e-05,4.124e-05,187.1,90.0,180.0,457.1,457.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006,24,4
lexical_k5_rerank,q056,multi_hop,5.0,true,lexical,1.08e-06,2e-05,2.328e-05,4.436e-05,4.436e-05,187.1,90.0,180.0,457.1,457.1,0.3333333333333333,0.5,0.2960819109658652,0.2,0.3333333333333333,0.9782608695652174,0.6,0.15413043478260868,24,4
hybrid_k5_rerank,q001,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,6.072e-05,8.18e-05,8.18e-05,187.1,90.0,310.0,587.1,587.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.6,0.14,24,4
hybrid_k5_rerank,q002,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.964e-05,8.072e-05,8.072e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8333333333333334,0.05833333333333335,24,4
hybrid_k5_rerank,q003,stale_context,5.0,true,hybrid,1.08e-06,2e-05,5.76e-05,7.868e-05,7.868e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q004,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,6.06e-05,8.168e-05,8.168e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,0.9791666666666666,1.0,0.013541666666666674,24,4
hybrid_k5_rerank,q005,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.532e-05,7.64e-05,7.64e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q006,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.916e-05,8.024e-05,8.024e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q007,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.688e-05,7.796e-05,7.796e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q008,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.88e-05,7.988e-05,7.988e-05,187.1,90.0,310.0,587.1,587.1,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.29166666666666663,24,4
hybrid_k5_rerank,q009,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.592e-05,7.7e-05,7.7e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q010,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.928e-05,8.036e-05,8.036e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q011,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.772e-05,7.88e-05,7.88e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q012,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.532e-05,7.64e-05,7.64e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q013,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.568e-05,7.676e-05,7.676e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002,24,4
hybrid_k5_rerank,q014,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.832e-05,7.94e-05,7.94e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q015,multi_hop,5.0,true,hybrid,1.08e-06,2e-05,5.952e-05,8.06e-05,8.06e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,0.8772153153380493,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q016,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.676e-05,7.784e-05,7.784e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q017,vendor_risk,5.0,true,hybrid,1.08e-06,2e-05,5.736e-05,7.844e-05,7.844e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q018,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.448e-05,7.556e-05,7.556e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q019,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.928e-05,8.036e-05,8.036e-05,187.1,90.0,310.0,587.1,587.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q020,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.592e-05,7.7e-05,7.7e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q021,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.868e-05,7.976e-05,7.976e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,0.9838709677419355,1.0,0.010483870967741948,24,4
hybrid_k5_rerank,q022,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.508e-05,7.616e-05,7.616e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q023,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.88e-05,7.988e-05,7.988e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q024,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.496e-05,7.604e-05,7.604e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q025,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.496e-05,7.604e-05,7.604e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q026,vendor_risk,5.0,true,hybrid,1.08e-06,2e-05,5.736e-05,7.844e-05,7.844e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,0.9811320754716981,1.0,0.01226415094339628,24,4
hybrid_k5_rerank,q027,vendor_risk,5.0,true,hybrid,1.08e-06,2e-05,5.82e-05,7.928e-05,7.928e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,0.9821428571428571,1.0,0.011607142857142927,24,4
hybrid_k5_rerank,q028,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.88e-05,7.988e-05,7.988e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q029,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.664e-05,7.772e-05,7.772e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q030,ambiguous,5.0,true,hybrid,1.08e-06,2e-05,5.592e-05,7.7e-05,7.7e-05,187.1,90.0,310.0,587.1,587.1,0.5,0.5,0.38685280723454163,0.2,0.5,1.0,0.4,0.20999999999999996,24,4
hybrid_k5_rerank,q031,cloud_operations,5.0,true,hybrid,1.08e-06,2e-05,5.832e-05,7.94e-05,7.94e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q032,cloud_operations,5.0,true,hybrid,1.08e-06,2e-05,5.592e-05,7.7e-05,7.7e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q033,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.7e-05,7.808e-05,7.808e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q034,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.856e-05,7.964e-05,7.964e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q035,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.736e-05,7.844e-05,7.844e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q036,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.64e-05,7.748e-05,7.748e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q037,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,6.036e-05,8.144e-05,8.144e-05,187.1,90.0,310.0,587.1,587.1,0.0,0.0,0.0,0.0,0.0,0.9838709677419355,0.8,0.08048387096774201,24,4
hybrid_k5_rerank,q038,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.652e-05,7.76e-05,7.76e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q039,multi_hop,5.0,true,hybrid,1.08e-06,2e-05,5.748e-05,7.856e-05,7.856e-05,187.1,90.0,310.0,587.1,587.1,0.6666666666666666,0.5,0.49818925746641285,0.4,0.6666666666666666,1.0,0.6,0.14,24,4
hybrid_k5_rerank,q040,multi_hop,5.0,true,hybrid,1.08e-06,2e-05,5.844e-05,7.952e-05,7.952e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,0.9469024295259745,0.6,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q041,stale_context,5.0,true,hybrid,1.08e-06,2e-05,5.736e-05,7.844e-05,7.844e-05,187.1,90.0,310.0,587.1,587.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q042,ambiguous,5.0,true,hybrid,1.08e-06,2e-05,5.736e-05,7.844e-05,7.844e-05,187.1,90.0,310.0,587.1,587.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.14,24,4
hybrid_k5_rerank,q043,ambiguous,5.0,true,hybrid,1.08e-06,2e-05,5.436e-05,7.544e-05,7.544e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,0.8529278650606567,0.6,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q044,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.76e-05,7.868e-05,7.868e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q045,multi_hop,5.0,true,hybrid,1.08e-06,2e-05,5.736e-05,7.844e-05,7.844e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,0.8503449055347546,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q046,vendor_risk,5.0,true,hybrid,1.08e-06,2e-05,5.904e-05,8.012e-05,8.012e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,0.9807692307692307,1.0,0.012500000000000067,24,4
hybrid_k5_rerank,q047,cloud_operations,5.0,true,hybrid,1.08e-06,2e-05,5.844e-05,7.952e-05,7.952e-05,187.1,90.0,310.0,587.1,587.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q048,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.844e-05,7.952e-05,7.952e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002,24,4
hybrid_k5_rerank,q049,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.472e-05,7.58e-05,7.58e-05,187.1,90.0,310.0,587.1,587.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q050,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.676e-05,7.784e-05,7.784e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q051,stale_context,5.0,true,hybrid,1.08e-06,2e-05,5.532e-05,7.64e-05,7.64e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q052,fact_lookup,5.0,true,hybrid,1.08e-06,2e-05,5.448e-05,7.556e-05,7.556e-05,187.1,90.0,310.0,587.1,587.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0,24,4
